Timestamp,Acce_x,Acce_y,Acce_z,Gyro_x,Gyro_y,Gyro_z,handGrip,Label
2025-04-03 22:47:54.421809,4.58,0.23,-8.57,-0.16,-0.1,0.09,ClosedGrip,WristCurl
2025-04-03 22:47:54.452087,4.04,0.36,-8.9,-0.15,0.0,0.01,ClosedGrip,WristCurl
2025-04-03 22:47:54.481950,3.81,0.31,-8.6,-0.12,-0.08,0.06,ClosedGrip,WristCurl
2025-04-03 22:47:54.515319,4.34,0.35,-8.88,-0.11,-0.04,0.08,ClosedGrip,WristCurl
2025-04-03 22:47:54.543849,4.14,0.35,-8.63,-0.13,0.02,0.1,ClosedGrip,WristCurl
2025-04-03 22:47:54.574366,3.76,0.38,-7.7,-0.19,0.01,0.08,ClosedGrip,WristCurl
2025-04-03 22:47:54.605467,4.27,0.42,-8.55,-0.24,0.05,0.1,ClosedGrip,WristCurl
2025-04-03 22:47:54.636073,4.22,0.3,-8.92,-0.18,0.08,0.14,ClosedGrip,WristCurl
2025-04-03 22:47:54.668272,3.79,0.38,-7.63,-0.17,0.0,0.09,ClosedGrip,WristCurl
2025-04-03 22:47:54.697565,4.26,0.59,-8.58,-0.24,-0.06,0.1,ClosedGrip,WristCurl
2025-04-03 22:47:54.728777,3.85,0.35,-9.5,-0.19,0.02,0.07,ClosedGrip,WristCurl
2025-04-03 22:47:54.759306,3.37,0.58,-8.34,-0.08,-0.28,0.04,ClosedGrip,WristCurl
2025-04-03 22:47:54.789978,4.14,0.72,-7.98,-0.13,-0.35,-0.0,ClosedGrip,WristCurl
2025-04-03 22:47:54.821713,4.53,0.57,-9.26,-0.19,-0.01,0.06,ClosedGrip,WristCurl
2025-04-03 22:47:54.854507,3.55,0.65,-8.3,-0.19,0.06,0.11,ClosedGrip,WristCurl
2025-04-03 22:47:54.882129,3.56,0.75,-8.47,-0.18,-0.2,-0.04,ClosedGrip,WristCurl
2025-04-03 22:47:54.913019,4.31,0.79,-9.02,-0.12,-0.27,0.05,ClosedGrip,WristCurl
